Data;ID_venda;Filial;Vendedor;Nome_produto;Nome_cliente;Genero_cliente;Forma_pagamento
07/11/2021;328190;São Paulo;Valentim da Paz;Palace;Juliana Pereira;Feminino;Cartão de débito
18/11/2021;488133;São Paulo;Pedro Lucas da Luz;Predator;Ísis Correia;Masculino;Cartão de débito
27/11/2021;486620;Belo Horizonte;Dr. Marcelo Teixeira;Nemeziz;Gael Henrique da Luz;Masculino;PIX
27/11/2021;501259;Porto Alegre;Mathias Leão;X;Aylla Rios;Feminino;Cartão de crédito
27/11/2021;675058;Curitiba;Sr. Luan Fernandes;X;Mirella Almeida;Feminino;Cartão de débito
05/11/2021;384928;Porto Alegre;Igor Porto;Tiririca;Allana Guerra;Feminino;PIX
25/11/2021;109027;Porto Alegre;Igor Porto;Topper;Sofia Pacheco;Masculino;Cartão de crédito
26/11/2021;274275;São Paulo;Dr. Lorenzo Camargo;Palace;Marcelo Aparecida;Feminino;PIX
03/11/2021;279414;São Paulo;Murilo Cavalcante;Anabela;Cecília Andrade;Masculino;PIX
23/11/2021;324187;Curitiba;Pedro Henrique Casa Grande;Jordan;Erick Montenegro;Feminino;PIX
25/11/2021;951311;Rio de Janeiro;Dr. Breno Ramos;Dunk;Marcelo Barbosa;Masculino;Cartão de crédito
28/11/2021;378879;Porto Alegre;Igor Porto;Lacoste;Theo Abreu;Masculino;PIX
23/11/2021;784762;São Paulo;Nathan Montenegro;Schutz;Mirella Pacheco;Masculino;Cartão de débito
24/11/2021;739121;Rio de Janeiro;João da Luz;Vermelha;Beatriz da Cruz;Feminino;Cartão de débito
20/11/2021;736017;Belo Horizonte;Maitê Jesus;Melissa;Eduarda Macedo;Masculino;Cartão de crédito
19/11/2021;568194;Rio de Janeiro;João Miguel Fonseca;Anabela;Lorenzo Pires;Masculino;Cartão de débito
06/11/2021;552361;Belo Horizonte;Clarice Nogueira;Rasteira;Aylla Andrade;Feminino;PIX
04/11/2021;764237;Curitiba;Pedro Henrique Casa Grande;Anabela;Ravi Lucca da Rosa;Feminino;Cartão de débito
19/11/2021;272145;Curitiba;Pedro Henrique Casa Grande;Papete;Cecilia da Cunha;Masculino;Cartão de crédito
05/11/2021;805635;Rio de Janeiro;João Miguel Fonseca;Copa;Leonardo Correia;Feminino;PIX
04/11/2021;318819;São Paulo;Pedro Lucas da Luz;Dunk;Larissa Moura;Masculino;Cartão de débito
07/11/2021;973796;Belo Horizonte;Dr. Luan Borges;Predator;Brenda Brito;Masculino;Cartão de crédito
05/11/2021;398504;Porto Alegre;Davi Luiz Farias;Melissa;Agatha Siqueira;Masculino;Cartão de crédito
14/11/2021;441979;Curitiba;Samuel das Neves;Beira Rio;Laura da Paz;Masculino;Cartão de crédito
06/11/2021;191520;Curitiba;Oliver Sales;Alpargata;Joana Moura;Feminino;PIX
12/11/2021;434437;São Paulo;Valentim da Paz;Cambio;Maria Sophia Rodrigues;Masculino;Cartão de crédito
27/11/2021;108372;Porto Alegre;Igor Porto;Papete;Ísis Costela;Feminino;Cartão de crédito
10/11/2021;324305;Belo Horizonte;Dr. Luan Borges;Mercurial;Julia Câmara;Masculino;Cartão de crédito
18/11/2021;507669;Belo Horizonte;Thales Viana;Lacoste;Luiz Felipe Silveira;Feminino;Cartão de débito
12/11/2021;647189;Curitiba;Samuel das Neves;Copa;Samuel Pimenta;Feminino;PIX
06/11/2021;901847;Belo Horizonte;Maitê Jesus;Beira Rio;Caroline Casa Grande;Masculino;PIX
11/11/2021;393267;São Paulo;Theo da Cruz;Schutz;Ana Cecília Azevedo;Masculino;Cartão de débito
29/11/2021;415483;Belo Horizonte;Thales Viana;Alpargata;Sophie Azevedo;Feminino;Cartão de crédito
06/11/2021;386279;São Paulo;Murilo Cavalcante;Palace;Bruna Gonçalves;Masculino;PIX
02/11/2021;361702;São Paulo;Pietro Alves;Mercurial;Isaac Borges;Masculino;PIX
05/11/2021;948400;São Paulo;Pietro Alves;Palace;Lavínia Montenegro;Masculino;Cartão de débito
28/11/2021;334530;Belo Horizonte;Thales Viana;Vermelha;Davi Lucca Porto;Feminino;Cartão de crédito
15/11/2021;253613;Curitiba;Samuel das Neves;Mercurial;Dr. Bruno da Cruz;Feminino;PIX
29/11/2021;316223;Porto Alegre;Marina da Mota;Air Force 1;Davi Miguel Cavalcante;Feminino;Cartão de débito
14/11/2021;557309;Rio de Janeiro;Leandro da Costa;Melissa;Julia Novais;Masculino;Cartão de crédito
03/11/2021;187531;São Paulo;Pietro Alves;Melissa;Ana Lívia Castro;Feminino;Cartão de débito
15/11/2021;433878;Curitiba;Oliver Sales;Tiririca;Murilo Abreu;Masculino;Cartão de crédito
28/11/2021;170301;São Paulo;Pietro Alves;Rasteira;Vinícius Martins;Masculino;Cartão de crédito
23/11/2021;453147;Belo Horizonte;Dr. Marcelo Teixeira;Palace;Liz da Cunha;Masculino;Cartão de débito
11/11/2021;939050;Porto Alegre;Igor Porto;Palha;Pietro Aparecida;Masculino;PIX
02/11/2021;673079;Curitiba;Valentim Barbosa;Havaianas;Vitória da Rosa;Feminino;Cartão de crédito
17/11/2021;260288;Belo Horizonte;Francisco Macedo;Mercurial;Samuel Fonseca;Feminino;PIX
10/11/2021;375366;Belo Horizonte;Francisco Macedo;Blazer;Ian Mendonça;Masculino;Cartão de crédito
23/11/2021;316660;Rio de Janeiro;João da Luz;Nemeziz;Dr. Luigi Cavalcanti;Feminino;Cartão de crédito
20/11/2021;647249;Belo Horizonte;Dr. Luan Borges;Cambio;João Lucas Barbosa;Feminino;Cartão de crédito
04/12/2021;815756;Porto Alegre;Mathias Leão;Topper;Kaique Vieira;Masculino;Cartão de crédito
31/12/2021;424487;Porto Alegre;Enzo Gabriel Guerra;Cambio;Eduarda Nogueira;Feminino;Cartão de crédito
05/12/2021;984198;Belo Horizonte;Francisco Macedo;Alpargata;Lorena Barros;Masculino;PIX
23/12/2021;681217;Curitiba;Gael Henrique Siqueira;Jordan;Clara Mendonça;Masculino;Cartão de crédito
05/12/2021;986291;Rio de Janeiro;Leandro da Costa;Topper;Stephany Fonseca;Masculino;PIX
17/12/2021;939248;São Paulo;Dr. Lorenzo Camargo;Vizzano;Sabrina Aparecida;Masculino;Cartão de débito
20/12/2021;341420;Belo Horizonte;Maitê Jesus;Mercurial;Maria Clara Rezende;Feminino;PIX
17/12/2021;725984;Porto Alegre;Davi Luiz Farias;Topper;Raquel Rezende;Feminino;Cartão de crédito
24/12/2021;123585;Belo Horizonte;Dr. Luan Borges;Lacoste;Caio Ribeiro;Feminino;Cartão de débito
28/12/2021;924715;São Paulo;Nathan Montenegro;Blazer;José Cassiano;Feminino;Cartão de crédito
06/12/2021;502306;Belo Horizonte;Dr. Luan Borges;Dunk;Srta. Stella Cavalcante;Feminino;PIX
01/12/2021;713917;Belo Horizonte;Maitê Jesus;Air Force 1;Lunna Camargo;Masculino;Cartão de débito
12/12/2021;494690;Porto Alegre;Mathias Leão;Mercurial;Raul Pastor;Feminino;Cartão de crédito
17/12/2021;750853;Porto Alegre;Davi Luiz Farias;Mercurial;Davi Lucas Guerra;Feminino;Cartão de crédito
13/12/2021;748623;Curitiba;Gael Henrique Siqueira;Schutz;Gael Martins;Feminino;Cartão de débito
02/12/2021;659297;Porto Alegre;Enzo Gabriel Guerra;Palha;Manuela Alves;Feminino;Cartão de crédito
30/12/2021;996140;Curitiba;Valentim Barbosa;Mercurial;Nicole Viana;Masculino;Cartão de crédito
07/12/2021;341977;Belo Horizonte;Clarice Nogueira;Predator;Amanda Barros;Masculino;PIX
31/12/2021;362115;Curitiba;Pedro Henrique Casa Grande;Vizzano;Dr. Marcos Vinicius da Cruz;Feminino;PIX
27/12/2021;530712;Curitiba;Valentim Barbosa;Lacoste;Mariane da Mota;Masculino;Cartão de crédito
31/12/2021;101918;São Paulo;Pedro Lucas da Luz;Blazer;Luigi Aparecida;Feminino;PIX
02/12/2021;343091;Belo Horizonte;Dr. Marcelo Teixeira;Anabela;Sr. Thales Siqueira;Masculino;Cartão de crédito
13/12/2021;702915;Belo Horizonte;Dr. Luan Borges;Predator;Vitória Moraes;Feminino;Cartão de crédito
21/12/2021;479802;Curitiba;Luiz Henrique Nogueira;Alpargata;Leonardo da Mota;Masculino;Cartão de débito
23/12/2021;517978;Belo Horizonte;Sr. Valentim Duarte;Papete;Ana Júlia Aparecida;Masculino;Cartão de débito
29/12/2021;928892;Porto Alegre;Marina da Mota;Melissa;Gabriel Fonseca;Masculino;Cartão de crédito
20/12/2021;231488;Curitiba;Oliver Sales;Jordan;Dra. Sophie Vargas;Feminino;PIX
13/12/2021;560489;Porto Alegre;Marina da Mota;Beira Rio;Isabel Cavalcanti;Masculino;Cartão de débito
31/12/2021;873354;Curitiba;Sr. Luan Fernandes;Tiririca;Sra. Maria Luísa da Mota;Feminino;PIX
22/12/2021;282838;Rio de Janeiro;João Miguel Fonseca;Copa;Ayla das Neves;Masculino;PIX
10/12/2021;789467;Belo Horizonte;Maitê Jesus;Palace;Josué Costa;Feminino;Cartão de débito
18/12/2021;272926;Belo Horizonte;Maitê Jesus;Papete;Thales Castro;Feminino;PIX
03/12/2021;519280;Porto Alegre;Mathias Leão;Melissa;Emanuella Leão;Masculino;Cartão de débito
08/12/2021;354946;Porto Alegre;Marina da Mota;Papete;Valentina Sousa;Masculino;PIX
30/12/2021;753615;Rio de Janeiro;João da Luz;Cambio;Dr. Dante Pimenta;Feminino;Cartão de débito
17/12/2021;901392;Curitiba;Gael Henrique Siqueira;Predator;Sra. Maya da Conceição;Feminino;PIX
28/12/2021;280566;Porto Alegre;Enzo Gabriel Guerra;Vermelha;Vitor Hugo da Cruz;Masculino;Cartão de crédito
30/12/2021;930441;Curitiba;Sr. Luan Fernandes;Tiririca;Luiz Gustavo Lopes;Feminino;Cartão de débito
19/12/2021;366275;Belo Horizonte;Dr. Luan Borges;Nemeziz;Lucas Gabriel Caldeira;Masculino;Cartão de crédito
01/12/2021;630775;Belo Horizonte;Clarice Nogueira;Palace;João Miguel das Neves;Feminino;PIX
27/12/2021;937599;Curitiba;Pedro Henrique Casa Grande;Blazer;Ian Pimenta;Feminino;PIX
29/12/2021;532991;São Paulo;Pietro Alves;Melissa;Amanda Correia;Masculino;Cartão de crédito
24/12/2021;351651;Curitiba;Valentim Barbosa;Cambio;Fernanda Pires;Masculino;Cartão de débito
31/12/2021;152899;São Paulo;Valentim da Paz;Copa;Alícia Cavalcanti;Feminino;PIX
02/12/2021;698338;Porto Alegre;Isabelly Cirino;Air Force 1;Allana Santos;Feminino;PIX
17/12/2021;957373;São Paulo;Pietro Alves;Beira Rio;Luiz Felipe Sampaio;Feminino;PIX
03/12/2021;688393;Belo Horizonte;Dr. Luan Borges;Vizzano;Luísa da Paz;Masculino;Cartão de crédito
17/12/2021;360860;São Paulo;Nathan Montenegro;Air Force 1;Maya Ferreira;Masculino;Cartão de crédito
13/12/2021;635410;Belo Horizonte;Thales Viana;Rasteira;Heitor Farias;Feminino;PIX
30/12/2021;568648;Belo Horizonte;Sr. Valentim Duarte;Papete;Maria Helena Viana;Masculino;PIX
17/12/2021;453082;Belo Horizonte;Francisco Macedo;Cambio;Lucas Aragão;Masculino;PIX
30/12/2021;377906;Rio de Janeiro;Leandro da Costa;Nemeziz;Emanuelly Andrade;Feminino;Cartão de débito
07/12/2021;990947;Rio de Janeiro;Dr. Breno Ramos;Cambio;Melissa Nascimento;Masculino;Cartão de crédito
12/12/2021;640943;Curitiba;Gael Henrique Siqueira;Cambio;Gael Azevedo;Masculino;PIX
10/12/2021;771652;Rio de Janeiro;João da Luz;Rasteira;Valentina Rios;Feminino;Cartão de crédito
29/12/2021;153315;Rio de Janeiro;Dr. Luigi Nascimento;Tiririca;Eduardo Novaes;Feminino;Cartão de crédito
02/12/2021;631299;Rio de Janeiro;João da Luz;Vizzano;Dr. Calebe da Cunha;Masculino;PIX
19/12/2021;385076;Rio de Janeiro;João da Luz;Predator;Anthony Cassiano;Masculino;PIX
03/12/2021;390745;Rio de Janeiro;João da Luz;Anabela;Sra. Yasmin Oliveira;Masculino;PIX
11/12/2021;149800;São Paulo;Valentim da Paz;Anabela;Bento Costela;Masculino;Cartão de crédito
15/12/2021;962198;São Paulo;Theo da Cruz;Papete;Jade Cassiano;Feminino;Cartão de crédito
25/12/2021;380771;Belo Horizonte;Clarice Nogueira;Predator;Yan Moreira;Masculino;Cartão de crédito
06/12/2021;944180;São Paulo;Pietro Alves;Beira Rio;Ana Beatriz Barbosa;Masculino;PIX
30/12/2021;779768;São Paulo;Pietro Alves;Nemeziz;Marcos Vinicius Garcia;Masculino;PIX
23/12/2021;127915;São Paulo;Dr. Lorenzo Camargo;X;Sara Pimenta;Masculino;PIX
24/12/2021;451743;Belo Horizonte;Sr. Valentim Duarte;Mercurial;Benjamim Sampaio;Masculino;Cartão de crédito
06/12/2021;814556;Porto Alegre;Igor Porto;Topper;Maria Liz Ribeiro;Masculino;PIX
06/12/2021;325707;Curitiba;Samuel das Neves;Palace;Theo Machado;Feminino;Cartão de débito
31/12/2021;237687;Rio de Janeiro;Rafaela Rodrigues;Dunk;Maria Clara Campos;Feminino;Cartão de crédito
22/12/2021;370220;Curitiba;Pedro Henrique Casa Grande;Rasteira;Luiz Otávio Castro;Feminino;Cartão de crédito
15/12/2021;224707;São Paulo;Dr. Lorenzo Camargo;Topper;Danilo Silveira;Feminino;Cartão de débito
25/12/2021;299671;Rio de Janeiro;Dr. Luigi Nascimento;Air Force 1;Nathan Cassiano;Feminino;Cartão de crédito
21/12/2021;207808;Porto Alegre;Dr. Davi Luiz Rezende;Topper;João Felipe Novais;Feminino;Cartão de crédito
23/12/2021;688843;Rio de Janeiro;Dr. Luigi Nascimento;Dunk;Ana Carolina Marques;Feminino;PIX
31/12/2021;380096;São Paulo;Pietro Alves;X;Gael Machado;Masculino;Cartão de crédito
23/12/2021;565299;São Paulo;Dr. Lorenzo Camargo;Air Force 1;Enrico da Cruz;Feminino;PIX
06/12/2021;866899;Porto Alegre;Enzo Gabriel Guerra;Tiririca;Mariah da Cunha;Masculino;Cartão de crédito
01/12/2021;782290;Curitiba;Luiz Henrique Nogueira;Rasteira;Luísa Pimenta;Feminino;Cartão de crédito
30/12/2021;643849;Belo Horizonte;Thales Viana;Lacoste;Samuel Gonçalves;Masculino;Cartão de débito
15/12/2021;287081;São Paulo;Nathan Montenegro;Nemeziz;Sr. Luiz Fernando Fogaça;Masculino;Cartão de crédito
04/01/2022;808857;Rio de Janeiro;Pedro Aparecida;Mercurial;Leandro Leão;Feminino;Cartão de crédito
24/01/2022;460306;Belo Horizonte;Dr. Luan Borges;Beira Rio;Mathias Araújo;Feminino;Cartão de crédito
20/01/2022;786250;São Paulo;Theo da Cruz;Havaianas;Dr. Erick Jesus;Feminino;Cartão de crédito
22/01/2022;378676;Curitiba;Sr. Luan Fernandes;Vizzano;Enrico Cavalcanti;Feminino;PIX
19/01/2022;958202;São Paulo;Dr. Lorenzo Camargo;Melissa;Catarina da Luz;Feminino;PIX
02/01/2022;663318;Curitiba;Pedro Henrique Casa Grande;Palace;Sra. Luiza Montenegro;Masculino;Cartão de débito
21/01/2022;757907;Curitiba;Pedro Henrique Casa Grande;Papete;Heloisa da Cruz;Masculino;Cartão de débito
16/01/2022;909350;Porto Alegre;Mathias Leão;Cambio;Maria Júlia Machado;Feminino;PIX
02/01/2022;696482;Porto Alegre;Igor Porto;Copa;Thomas Costa;Feminino;PIX
04/01/2022;490079;Rio de Janeiro;Leandro da Costa;Cambio;Hadassa Sousa;Masculino;PIX
04/01/2022;858419;Porto Alegre;Davi Luiz Farias;Copa;Ravi da Cruz;Feminino;Cartão de crédito
08/01/2022;781674;Rio de Janeiro;João Miguel Fonseca;Melissa;Ísis Marques;Masculino;Cartão de débito
04/01/2022;747853;Curitiba;Gael Henrique Siqueira;Dunk;Lucas Gabriel Sampaio;Feminino;Cartão de crédito
29/01/2022;403861;Curitiba;Valentim Barbosa;Predator;Ana Cecília Duarte;Feminino;Cartão de crédito
27/01/2022;314159;São Paulo;Murilo Cavalcante;Palace;Hellena Pereira;Masculino;PIX
23/01/2022;519626;Rio de Janeiro;João da Luz;Papete;Srta. Isabel Fogaça;Feminino;PIX
05/01/2022;358645;Curitiba;Sr. Luan Fernandes;Rasteira;Maria Cecília Lopes;Masculino;Cartão de crédito
31/01/2022;932029;Belo Horizonte;Clarice Nogueira;Beira Rio;Luiz Henrique Pires;Masculino;Cartão de crédito
26/01/2022;282208;Belo Horizonte;Francisco Macedo;Cambio;Ísis Silveira;Feminino;Cartão de débito
18/01/2022;110788;Rio de Janeiro;Leandro da Costa;Papete;Sr. Henry Souza;Masculino;Cartão de crédito
15/01/2022;470378;Porto Alegre;Davi Luiz Farias;Copa;Diogo Nunes;Masculino;PIX
15/01/2022;486705;Curitiba;Pedro Henrique Casa Grande;X;Sr. Marcos Vinicius Nunes;Feminino;Cartão de crédito
24/01/2022;966436;Curitiba;Oliver Sales;Havaianas;Sr. Lucas Siqueira;Feminino;Cartão de crédito
31/01/2022;202244;Curitiba;Oliver Sales;Nemeziz;Bella Jesus;Feminino;Cartão de débito
03/01/2022;126572;Belo Horizonte;Dr. Marcelo Teixeira;Vermelha;Luiz Henrique Ferreira;Feminino;Cartão de crédito
08/01/2022;136759;Belo Horizonte;Clarice Nogueira;Palha;Francisco Leão;Feminino;PIX
01/01/2022;152454;Porto Alegre;Dr. Davi Luiz Rezende;Anabela;Sr. Henrique Vargas;Feminino;Cartão de débito
22/01/2022;570137;Rio de Janeiro;Dr. Breno Ramos;Papete;Joaquim Melo;Masculino;Cartão de débito
16/01/2022;309903;Curitiba;Samuel das Neves;Havaianas;Gael Oliveira;Feminino;Cartão de crédito
26/01/2022;456063;São Paulo;Theo da Cruz;Dunk;Igor Moreira;Feminino;Cartão de débito
02/01/2022;807246;São Paulo;Nathan Montenegro;Tiririca;Dr. Isaque Sousa;Masculino;Cartão de crédito
19/01/2022;105179;Porto Alegre;Davi Luiz Farias;Palace;Breno Guerra;Masculino;PIX
01/01/2022;985245;Curitiba;Samuel das Neves;Dunk;Vitor Hugo Teixeira;Feminino;Cartão de crédito
01/01/2022;665252;Rio de Janeiro;Rafaela Rodrigues;Beira Rio;Ana Sophia Mendes;Feminino;PIX
23/01/2022;940730;Curitiba;Gael Henrique Siqueira;X;Lavínia Campos;Feminino;Cartão de crédito
03/01/2022;201743;São Paulo;Nathan Montenegro;Palace;Dra. Lara da Mata;Masculino;Cartão de débito
21/01/2022;810111;Rio de Janeiro;João Miguel Fonseca;X;Sr. Henry Gabriel Porto;Masculino;PIX
04/01/2022;524039;São Paulo;Pietro Alves;Anabela;Guilherme Machado;Feminino;Cartão de crédito
10/01/2022;757142;Porto Alegre;Enzo Gabriel Guerra;Beira Rio;Manuela Mendonça;Masculino;Cartão de crédito
17/01/2022;535074;São Paulo;Valentim da Paz;Topper;Agatha Cavalcanti;Feminino;PIX
15/01/2022;858628;Belo Horizonte;Dr. Marcelo Teixeira;Lacoste;Noah Nunes;Masculino;PIX
31/01/2022;821236;Curitiba;Gael Henrique Siqueira;Dunk;Jade Carvalho;Masculino;Cartão de crédito
27/01/2022;340711;Rio de Janeiro;João da Luz;Melissa;Sr. Leonardo Barros;Masculino;Cartão de débito
29/01/2022;945460;Porto Alegre;Enzo Gabriel Guerra;Rasteira;Julia Costela;Masculino;PIX
21/01/2022;731597;Porto Alegre;Davi Luiz Farias;Palace;Léo da Costa;Feminino;Cartão de débito
09/01/2022;202435;São Paulo;Theo da Cruz;Schutz;Emanuelly Campos;Masculino;PIX
27/01/2022;697016;São Paulo;Pedro Lucas da Luz;Palha;Dr. Thales Novais;Masculino;PIX
20/01/2022;126085;Porto Alegre;Dr. Davi Luiz Rezende;Vermelha;Yan Novais;Masculino;Cartão de débito
01/01/2022;342174;Curitiba;Luiz Henrique Nogueira;Vermelha;Carlos Eduardo Araújo;Feminino;Cartão de débito
21/01/2022;418768;São Paulo;Valentim da Paz;Dunk;Yuri Sales;Masculino;PIX
10/01/2022;846042;Porto Alegre;Enzo Gabriel Guerra;Alpargata;Vitor Gabriel Ribeiro;Feminino;Cartão de crédito
05/01/2022;149714;Curitiba;Samuel das Neves;Cambio;Sr. José Lopes;Feminino;Cartão de crédito
16/01/2022;969455;São Paulo;Dr. Lorenzo Camargo;Melissa;Noah Araújo;Feminino;PIX
03/01/2022;831981;Rio de Janeiro;João da Luz;Air Force 1;Gustavo Caldeira;Feminino;Cartão de crédito
01/01/2022;841725;Porto Alegre;Dr. Davi Luiz Rezende;Copa;Nathan Monteiro;Masculino;Cartão de crédito
17/01/2022;663184;Rio de Janeiro;Dr. Breno Ramos;Palace;João Vitor da Rocha;Masculino;Cartão de crédito
25/01/2022;824036;Rio de Janeiro;Dr. Breno Ramos;Melissa;Vinícius Souza;Feminino;Cartão de crédito
05/01/2022;363807;Rio de Janeiro;Dr. Luigi Nascimento;X;Caroline Costela;Masculino;Cartão de crédito
12/01/2022;901430;Curitiba;Gael Henrique Siqueira;Blazer;Pedro Henrique Fernandes;Masculino;Cartão de débito
23/01/2022;263547;Rio de Janeiro;Pedro Aparecida;Anabela;Matteo da Cunha;Masculino;Cartão de crédito
16/01/2022;205804;Porto Alegre;Isabelly Cirino;Air Force 1;Lorenzo Ferreira;Feminino;Cartão de débito
27/01/2022;283530;Curitiba;Sr. Luan Fernandes;Anabela;André Sá;Masculino;Cartão de débito
02/01/2022;762264;Belo Horizonte;Dr. Marcelo Teixeira;Jordan;Aylla da Rosa;Masculino;Cartão de crédito
26/01/2022;696480;São Paulo;Nathan Montenegro;Alpargata;Gabriela Siqueira;Feminino;PIX
02/01/2022;656168;São Paulo;Pedro Lucas da Luz;Predator;Anna Liz Casa Grande;Feminino;PIX
17/01/2022;121056;Rio de Janeiro;Rafaela Rodrigues;Papete;Alana Vasconcelos;Feminino;PIX
11/01/2022;267574;São Paulo;Nathan Montenegro;Vermelha;João Vitor da Conceição;Feminino;Cartão de débito
25/01/2022;183750;São Paulo;Valentim da Paz;Palha;Fernando Correia;Feminino;Cartão de débito
23/01/2022;950527;Porto Alegre;Mathias Leão;Melissa;Ana Beatriz Mendonça;Feminino;Cartão de crédito
31/01/2022;226193;Curitiba;Luiz Henrique Nogueira;Topper;Mathias Azevedo;Masculino;Cartão de débito
16/01/2022;646153;São Paulo;Dr. Lorenzo Camargo;Tiririca;Sr. José Santos;Masculino;Cartão de crédito
27/01/2022;420599;Curitiba;Sr. Luan Fernandes;Jordan;Oliver Silveira;Feminino;Cartão de crédito
19/01/2022;625761;São Paulo;Pietro Alves;X;Emanuelly Fonseca;Masculino;Cartão de crédito
20/01/2022;823883;Porto Alegre;Marina da Mota;Palace;Calebe Oliveira;Masculino;Cartão de crédito
09/01/2022;682756;Belo Horizonte;Francisco Macedo;Topper;Srta. Isabela Aragão;Feminino;PIX
12/01/2022;283976;Curitiba;Sr. Luan Fernandes;Dunk;Sra. Ágatha Abreu;Feminino;Cartão de crédito
11/01/2022;593920;Porto Alegre;Mathias Leão;Melissa;Luana Teixeira;Masculino;Cartão de débito
06/01/2022;167330;Rio de Janeiro;João Miguel Fonseca;Schutz;Vicente Machado;Feminino;PIX
06/01/2022;974672;Rio de Janeiro;João da Luz;Papete;Alana Duarte;Feminino;PIX
22/01/2022;510278;Porto Alegre;Enzo Gabriel Guerra;Schutz;Joaquim Cardoso;Masculino;Cartão de débito
03/01/2022;742327;São Paulo;Murilo Cavalcante;Rasteira;Kamilly Fonseca;Masculino;Cartão de crédito
22/01/2022;796992;Porto Alegre;Marina da Mota;Lacoste;Carlos Eduardo Guerra;Masculino;PIX
21/01/2022;777823;São Paulo;Dr. Lorenzo Camargo;Lacoste;Sra. Eloah Aragão;Feminino;Cartão de crédito
26/01/2022;678595;Curitiba;Sr. Luan Fernandes;Melissa;Pietra Rios;Feminino;PIX
29/01/2022;572098;Porto Alegre;Igor Porto;Palha;Sr. Luiz Felipe Barbosa;Masculino;PIX
21/01/2022;469670;Belo Horizonte;Clarice Nogueira;Vizzano;Melina Melo;Masculino;Cartão de crédito
14/01/2022;311990;Belo Horizonte;Maitê Jesus;Palace;Daniela Pastor;Masculino;PIX
30/01/2022;202922;São Paulo;Valentim da Paz;Havaianas;João Vitor Pastor;Masculino;Cartão de débito
17/01/2022;608479;São Paulo;Dr. Lorenzo Camargo;Beira Rio;Liz Mendes;Feminino;PIX
28/01/2022;187655;Belo Horizonte;Dr. Marcelo Teixeira;Papete;Juliana Vasconcelos;Masculino;Cartão de débito
05/01/2022;618968;São Paulo;Murilo Cavalcante;Alpargata;Ana Clara Casa Grande;Feminino;Cartão de débito
20/01/2022;777392;Belo Horizonte;Thales Viana;Nemeziz;João Sampaio;Feminino;PIX
